timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1658568231821,453,HTTP Request-1,200,OK,HomePAge 1-6,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,453,0,0
1658568231256,1047,HTTP Request,200,OK,HomePAge 1-9,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,599,0,0
1658568231256,599,HTTP Request-0,301,Moved Permanently,HomePAge 1-9,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,599,0,0
1658568231855,448,HTTP Request-1,200,OK,HomePAge 1-9,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,447,0,0
1658568228411,4158,Homepage,200,OK,HomePAge 1-8,text,true,,357841,236,20,20,https://www.flipkart.com/,1178,0,0
1658568228411,1178,Homepage-0,301,Moved Permanently,HomePAge 1-8,text,true,,347,118,20,20,http://www.flipkart.com/,1178,0,0
1658568229589,2980,Homepage-1,200,OK,HomePAge 1-8,text,true,,357494,118,20,20,https://www.flipkart.com/,879,0,0
1658568229633,3829,HTTP Request,200,OK,HomePAge 1-10,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1502,0,591
1658568229633,1502,HTTP Request-0,301,Moved Permanently,HomePAge 1-10,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1502,0,591
1658568231135,2327,HTTP Request-1,200,OK,HomePAge 1-10,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,2327,0,1727
1658568232023,1508,HTTP Request,200,OK,HomePAge 1-19,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,546,0,0
1658568232023,546,HTTP Request-0,301,Moved Permanently,HomePAge 1-19,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,546,0,0
1658568232570,961,HTTP Request-1,200,OK,HomePAge 1-19,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,479,0,0
1658568229537,4098,Homepage,200,OK,HomePAge 1-17,text,true,,368603,236,20,20,https://www.flipkart.com/,661,0,0
1658568229537,661,Homepage-0,301,Moved Permanently,HomePAge 1-17,text,true,,347,118,20,20,http://www.flipkart.com/,661,0,0
1658568230198,3437,Homepage-1,200,OK,HomePAge 1-17,text,true,,368256,118,20,20,https://www.flipkart.com/,1310,0,0
1658568230160,3662,Homepage,200,OK,HomePAge 1-15,text,true,,368898,236,20,20,https://www.flipkart.com/,922,0,0
1658568230160,922,Homepage-0,301,Moved Permanently,HomePAge 1-15,text,true,,347,118,20,20,http://www.flipkart.com/,922,0,0
1658568231082,2740,Homepage-1,200,OK,HomePAge 1-15,text,true,,368551,118,20,20,https://www.flipkart.com/,793,0,0
1658568228914,5027,Homepage,200,OK,HomePAge 1-12,text,true,,358004,236,20,20,https://www.flipkart.com/,1229,0,0
1658568228914,1229,Homepage-0,301,Moved Permanently,HomePAge 1-12,text,true,,347,118,20,20,http://www.flipkart.com/,1229,0,0
1658568230144,3797,Homepage-1,200,OK,HomePAge 1-12,text,true,,357657,118,20,20,https://www.flipkart.com/,1611,0,0
1658568217912,16282,Homepage,200,OK,HomePAge 1-1,text,true,,364930,236,20,20,https://www.flipkart.com/,607,0,0
1658568217912,607,Homepage-0,301,Moved Permanently,HomePAge 1-1,text,true,,347,118,20,20,http://www.flipkart.com/,607,0,0
1658568218519,15675,Homepage-1,200,OK,HomePAge 1-1,text,true,,364583,118,20,20,https://www.flipkart.com/,1731,0,0
1658568218849,15489,Homepage,200,OK,HomePAge 1-20,text,true,,366032,236,20,20,https://www.flipkart.com/,1310,0,0
1658568218849,1311,Homepage-0,301,Moved Permanently,HomePAge 1-20,text,true,,347,118,20,20,http://www.flipkart.com/,1310,0,0
1658568220160,14178,Homepage-1,200,OK,HomePAge 1-20,text,true,,365685,118,20,20,https://www.flipkart.com/,2701,0,0
1658568217896,16580,Homepage,200,OK,HomePAge 1-18,text,true,,367471,236,20,20,https://www.flipkart.com/,618,0,0
1658568217896,618,Homepage-0,301,Moved Permanently,HomePAge 1-18,text,true,,347,118,20,20,http://www.flipkart.com/,618,0,0
1658568218515,15961,Homepage-1,200,OK,HomePAge 1-18,text,true,,367124,118,20,20,https://www.flipkart.com/,1547,0,0
1658568231077,3667,Homepage,200,OK,HomePAge 1-13,text,true,,363864,236,20,20,https://www.flipkart.com/,677,0,0
1658568231077,677,Homepage-0,301,Moved Permanently,HomePAge 1-13,text,true,,347,118,20,20,http://www.flipkart.com/,677,0,0
1658568231754,2990,Homepage-1,200,OK,HomePAge 1-13,text,true,,363517,118,20,20,https://www.flipkart.com/,2111,0,1416
1658568231937,3919,Cart,200,OK,HomePAge 1-5,text,true,,111131,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1016,0,590
1658568231937,1016,Cart-0,301,Moved Permanently,HomePAge 1-5,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1016,0,590
1658568232953,2903,Cart-1,200,OK,HomePAge 1-5,text,true,,110739,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1606,0,1108
1658568225995,10105,Homepage,200,OK,HomePAge 1-2,text,true,,366263,236,20,20,https://www.flipkart.com/,460,0,0
1658568225995,460,Homepage-0,301,Moved Permanently,HomePAge 1-2,text,true,,347,118,20,20,http://www.flipkart.com/,460,0,0
1658568226455,9645,Homepage-1,200,OK,HomePAge 1-2,text,true,,365916,118,20,20,https://www.flipkart.com/,1060,0,0
1658568231896,4433,Cart,200,OK,HomePAge 1-14,text,true,,111934,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1080,0,631
1658568231896,1080,Cart-0,301,Moved Permanently,HomePAge 1-14,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1080,0,631
1658568232976,3353,Cart-1,200,OK,HomePAge 1-14,text,true,,111542,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1739,0,1240
1658568232040,4342,Cart,200,OK,HomePAge 1-4,text,true,,116618,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,984,0,543
1658568232040,984,Cart-0,301,Moved Permanently,HomePAge 1-4,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,984,0,543
1658568233025,3357,Cart-1,200,OK,HomePAge 1-4,text,true,,116226,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1732,0,1279
1658568231781,5088,Homepage,200,OK,HomePAge 1-16,text,true,,369256,236,20,20,https://www.flipkart.com/,413,0,0
1658568231781,413,Homepage-0,301,Moved Permanently,HomePAge 1-16,text,true,,347,118,20,20,http://www.flipkart.com/,413,0,0
1658568232194,4675,Homepage-1,200,OK,HomePAge 1-16,text,true,,368909,118,20,20,https://www.flipkart.com/,2116,0,1616
1658568234745,2291,Cart,200,OK,HomePAge 1-13,text,true,,112102,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,465,0,0
1658568234745,465,Cart-0,301,Moved Permanently,HomePAge 1-13,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,465,0,0
1658568235210,1826,Cart-1,200,OK,HomePAge 1-13,text,true,,111710,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,971,0,0
1658568232570,4650,Cart,200,OK,HomePAge 1-8,text,true,,111026,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,966,0,461
1658568232570,966,Cart-0,301,Moved Permanently,HomePAge 1-8,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,966,0,461
1658568233536,3684,Cart-1,200,OK,HomePAge 1-8,text,true,,110634,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1641,0,1045
1658568231480,5906,Homepage,200,OK,HomePAge 1-7,text,true,,368625,236,20,20,https://www.flipkart.com/,1039,0,463
1658568231480,1039,Homepage-0,301,Moved Permanently,HomePAge 1-7,text,true,,347,118,20,20,http://www.flipkart.com/,1039,0,463
1658568232519,4867,Homepage-1,200,OK,HomePAge 1-7,text,true,,368278,118,20,20,https://www.flipkart.com/,1975,0,1350
1658568236330,1232,HTTP Request,200,OK,HomePAge 1-14,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,767,0,0
1658568236330,767,HTTP Request-0,301,Moved Permanently,HomePAge 1-14,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,767,0,0
1658568237097,465,HTTP Request-1,200,OK,HomePAge 1-14,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,465,0,0
1658568236383,1273,HTTP Request,200,OK,HomePAge 1-4,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,773,0,0
1658568236383,773,HTTP Request-0,301,Moved Permanently,HomePAge 1-4,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,773,0,0
1658568237156,500,HTTP Request-1,200,OK,HomePAge 1-4,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,500,0,0
1658568235856,1802,HTTP Request,200,OK,HomePAge 1-5,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,966,0,0
1658568235856,966,HTTP Request-0,301,Moved Permanently,HomePAge 1-5,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,966,0,0
1658568236824,834,HTTP Request-1,200,OK,HomePAge 1-5,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,398,0,0
1658568216491,21217,Homepage,200,OK,HomePAge 1-3,text,true,,365924,236,20,20,https://www.flipkart.com/,1358,0,0
1658568216491,1358,Homepage-0,301,Moved Permanently,HomePAge 1-3,text,true,,347,118,20,20,http://www.flipkart.com/,1358,0,0
1658568217849,19859,Homepage-1,200,OK,HomePAge 1-3,text,true,,365577,118,20,20,https://www.flipkart.com/,966,0,0
1658568237038,956,HTTP Request,200,OK,HomePAge 1-13,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,358,0,0
1658568237038,358,HTTP Request-0,301,Moved Permanently,HomePAge 1-13,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,358,0,0
1658568237397,597,HTTP Request-1,200,OK,HomePAge 1-13,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,597,0,0
1658568233635,4380,Cart,200,OK,HomePAge 1-17,text,true,,103197,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,670,0,313
1658568233635,670,Cart-0,301,Moved Permanently,HomePAge 1-17,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,670,0,313
1658568234305,3710,Cart-1,200,OK,HomePAge 1-17,text,true,,102805,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,2756,0,1244
1658568233824,4345,Cart,200,OK,HomePAge 1-15,text,true,,114544,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,597,0,256
1658568233824,597,Cart-0,301,Moved Permanently,HomePAge 1-15,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,597,0,256
1658568234422,3747,Cart-1,200,OK,HomePAge 1-15,text,true,,114152,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,2697,0,1435
1658568237222,1068,HTTP Request,200,OK,HomePAge 1-8,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,500,0,0
1658568237222,500,HTTP Request-0,301,Moved Permanently,HomePAge 1-8,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,500,0,0
1658568237722,568,HTTP Request-1,200,OK,HomePAge 1-8,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,568,0,0
1658568233942,4472,Cart,200,OK,HomePAge 1-12,text,true,,110510,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,645,0,368
1658568233942,645,Cart-0,301,Moved Permanently,HomePAge 1-12,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,645,0,368
1658568234588,3826,Cart-1,200,OK,HomePAge 1-12,text,true,,110118,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,2533,0,1588
1658568232303,6357,Homepage,200,OK,HomePAge 1-9,text,true,,366197,236,20,20,https://www.flipkart.com/,1091,0,545
1658568232303,1091,Homepage-0,301,Moved Permanently,HomePAge 1-9,text,true,,347,118,20,20,http://www.flipkart.com/,1091,0,545
1658568233394,5266,Homepage-1,200,OK,HomePAge 1-9,text,true,,365850,118,20,20,https://www.flipkart.com/,1702,0,1028
1658568234195,5403,Cart,200,OK,HomePAge 1-1,text,true,,103702,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,549,0,275
1658568234195,549,Cart-0,301,Moved Permanently,HomePAge 1-1,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,549,0,275
1658568234744,4854,Cart-1,200,OK,HomePAge 1-1,text,true,,103310,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,2791,0,2178
1658568236870,2963,Cart,200,OK,HomePAge 1-16,text,true,,112602,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,852,0,460
1658568236870,852,Cart-0,301,Moved Permanently,HomePAge 1-16,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,852,0,460
1658568237722,2111,Cart-1,200,OK,HomePAge 1-16,text,true,,112210,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,781,0,0
1658568232274,7800,Homepage,200,OK,HomePAge 1-6,text,true,,371839,236,20,20,https://www.flipkart.com/,1160,0,574
1658568232274,1161,Homepage-0,301,Moved Permanently,HomePAge 1-6,text,true,,347,118,20,20,http://www.flipkart.com/,1160,0,574
1658568233435,6639,Homepage-1,200,OK,HomePAge 1-6,text,true,,371492,118,20,20,https://www.flipkart.com/,1840,0,1042
1658568234338,5769,Cart,200,OK,HomePAge 1-20,text,true,,112748,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,741,0,319
1658568234338,741,Cart-0,301,Moved Permanently,HomePAge 1-20,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,741,0,319
1658568235079,5028,Cart-1,200,OK,HomePAge 1-20,text,true,,112356,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,2656,0,2137
1658568237387,2848,Cart,200,OK,HomePAge 1-7,text,true,,117496,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,521,0,0
1658568237387,521,Cart-0,301,Moved Permanently,HomePAge 1-7,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,521,0,0
1658568237908,2327,Cart-1,200,OK,HomePAge 1-7,text,true,,117104,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1235,0,0
1658568238171,2065,HTTP Request,200,OK,HomePAge 1-15,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,965,0,0
1658568238171,965,HTTP Request-0,301,Moved Permanently,HomePAge 1-15,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,965,0,0
1658568239136,1100,HTTP Request-1,200,OK,HomePAge 1-15,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1100,0,0
1658568233531,6706,Homepage,200,OK,HomePAge 1-19,text,true,,368423,236,20,20,https://www.flipkart.com/,668,0,346
1658568233531,668,Homepage-0,301,Moved Permanently,HomePAge 1-19,text,true,,347,118,20,20,http://www.flipkart.com/,668,0,346
1658568234199,6038,Homepage-1,200,OK,HomePAge 1-19,text,true,,368076,118,20,20,https://www.flipkart.com/,2142,0,1077
1658568238415,2054,HTTP Request,200,OK,HomePAge 1-12,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1184,0,0
1658568238415,1184,HTTP Request-0,301,Moved Permanently,HomePAge 1-12,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1184,0,0
1658568239599,870,HTTP Request-1,200,OK,HomePAge 1-12,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,870,0,0
1658568234477,6268,Cart,200,OK,HomePAge 1-18,text,true,,111337,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,733,0,287
1658568234477,733,Cart-0,301,Moved Permanently,HomePAge 1-18,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,733,0,287
1658568235210,5535,Cart-1,200,OK,HomePAge 1-18,text,true,,110945,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,2858,0,2178
1658568238017,2811,HTTP Request,200,OK,HomePAge 1-17,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,700,0,0
1658568238017,700,HTTP Request-0,301,Moved Permanently,HomePAge 1-17,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,700,0,0
1658568238717,2111,HTTP Request-1,200,OK,HomePAge 1-17,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,2111,0,0
1658568239599,1712,HTTP Request,200,OK,HomePAge 1-1,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,851,0,0
1658568239599,851,HTTP Request-0,301,Moved Permanently,HomePAge 1-1,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,851,0,0
1658568240450,861,HTTP Request-1,200,OK,HomePAge 1-1,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,861,0,0
1658568239833,1629,HTTP Request,200,OK,HomePAge 1-16,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,783,0,0
1658568239833,783,HTTP Request-0,301,Moved Permanently,HomePAge 1-16,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,783,0,0
1658568240617,845,HTTP Request-1,200,OK,HomePAge 1-16,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,845,0,0
1658568233463,8149,Homepage,200,OK,HomePAge 1-10,text,true,,369163,236,20,20,https://www.flipkart.com/,359,0,0
1658568233463,359,Homepage-0,301,Moved Permanently,HomePAge 1-10,text,true,,347,118,20,20,http://www.flipkart.com/,359,0,0
1658568233823,7789,Homepage-1,200,OK,HomePAge 1-10,text,true,,368816,118,20,20,https://www.flipkart.com/,1765,0,834
1658568238661,3075,Cart,200,OK,HomePAge 1-9,text,true,,113446,326,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1447,0,0
1658568238661,1447,Cart-0,301,Moved Permanently,HomePAge 1-9,text,true,,392,163,20,20,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1447,0,0
1658568240108,1628,Cart-1,200,OK,HomePAge 1-9,text,true,,113054,163,20,20,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,789,0,0
1658568240108,2054,HTTP Request,200,OK,HomePAge 1-20,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,728,0,0
1658568240108,728,HTTP Request-0,301,Moved Permanently,HomePAge 1-20,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,728,0,0
1658568240836,1326,HTTP Request-1,200,OK,HomePAge 1-20,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1326,0,0
1658568240235,1993,HTTP Request,200,OK,HomePAge 1-7,text,true,,10191,358,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,702,0,0
1658568240235,702,HTTP Request-0,301,Moved Permanently,HomePAge 1-7,text,true,,392,179,20,20,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,702,0,0
1658568240937,1291,HTTP Request-1,200,OK,HomePAge 1-7,text,true,,9799,179,20,20,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1291,0,0
1658568237995,4348,Homepage,200,OK,HomePAge 1-13,text,true,,359598,236,19,19,https://www.flipkart.com/,719,0,0
1658568237995,719,Homepage-0,301,Moved Permanently,HomePAge 1-13,text,true,,347,118,19,19,http://www.flipkart.com/,719,0,0
1658568238715,3628,Homepage-1,200,OK,HomePAge 1-13,text,true,,359251,118,19,19,https://www.flipkart.com/,1535,0,0
1658568240747,2374,HTTP Request,200,OK,HomePAge 1-18,text,true,,10191,358,19,19,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1278,0,0
1658568240747,1278,HTTP Request-0,301,Moved Permanently,HomePAge 1-18,text,true,,392,179,19,19,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1278,0,0
1658568242024,1097,HTTP Request-1,200,OK,HomePAge 1-18,text,true,,9799,179,19,19,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1097,0,0
1658568236100,7457,Cart,200,OK,HomePAge 1-2,text,true,,110444,326,19,19,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1286,0,849
1658568236100,1286,Cart-0,301,Moved Permanently,HomePAge 1-2,text,true,,392,163,19,19,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1286,0,849
1658568237387,6170,Cart-1,200,OK,HomePAge 1-2,text,true,,110052,163,19,19,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,3593,0,2734
1658568241735,1888,HTTP Request,200,OK,HomePAge 1-9,text,true,,10191,358,19,19,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,619,0,0
1658568241735,619,HTTP Request-0,301,Moved Permanently,HomePAge 1-9,text,true,,392,179,19,19,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,619,0,0
1658568242354,1269,HTTP Request-1,200,OK,HomePAge 1-9,text,true,,9799,179,19,19,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,1269,0,0
1658568240238,3390,Cart,200,OK,HomePAge 1-19,text,true,,113420,326,19,19,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,699,0,0
1658568240238,699,Cart-0,301,Moved Permanently,HomePAge 1-19,text,true,,392,163,19,19,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,699,0,0
1658568240937,2691,Cart-1,200,OK,HomePAge 1-19,text,true,,113028,163,19,19,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1460,0,0
1658568237563,6227,Homepage,200,OK,HomePAge 1-14,text,true,,368889,236,19,19,https://www.flipkart.com/,477,0,0
1658568237563,477,Homepage-0,301,Moved Permanently,HomePAge 1-14,text,true,,347,118,19,19,http://www.flipkart.com/,477,0,0
1658568238040,5750,Homepage-1,200,OK,HomePAge 1-14,text,true,,368542,118,19,19,https://www.flipkart.com/,1659,0,0
1658568237659,6250,Homepage,200,OK,HomePAge 1-5,text,true,,368036,236,19,19,https://www.flipkart.com/,535,0,0
1658568237659,535,Homepage-0,301,Moved Permanently,HomePAge 1-5,text,true,,347,118,19,19,http://www.flipkart.com/,535,0,0
1658568238195,5714,Homepage-1,200,OK,HomePAge 1-5,text,true,,367689,118,19,19,https://www.flipkart.com/,1661,0,0
1658568237657,6617,Homepage,200,OK,HomePAge 1-4,text,true,,368432,236,19,19,https://www.flipkart.com/,521,0,0
1658568237657,521,Homepage-0,301,Moved Permanently,HomePAge 1-4,text,true,,347,118,19,19,http://www.flipkart.com/,521,0,0
1658568238179,6095,Homepage-1,200,OK,HomePAge 1-4,text,true,,368085,118,19,19,https://www.flipkart.com/,1738,0,0
1658568238291,6189,Homepage,200,OK,HomePAge 1-8,text,true,,367936,236,19,19,https://www.flipkart.com/,1191,0,0
1658568215643,28836,Homepage,200,OK,HomePAge 1-11,text,true,,365306,236,19,19,https://www.flipkart.com/,819,0,0
1658568238291,1191,Homepage-0,301,Moved Permanently,HomePAge 1-8,text,true,,347,118,19,19,http://www.flipkart.com/,1191,0,0
1658568215643,819,Homepage-0,301,Moved Permanently,HomePAge 1-11,text,true,,347,118,19,19,http://www.flipkart.com/,819,0,0
1658568239482,4998,Homepage-1,200,OK,HomePAge 1-8,text,true,,367589,118,19,19,https://www.flipkart.com/,1269,0,0
1658568216461,28018,Homepage-1,200,OK,HomePAge 1-11,text,true,,364959,118,19,19,https://www.flipkart.com/,1489,0,0
1658568241612,3176,Cart,200,OK,HomePAge 1-10,text,true,,112306,326,19,19,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,742,0,0
1658568241612,742,Cart-0,301,Moved Permanently,HomePAge 1-10,text,true,,392,163,19,19,http://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,742,0,0
1658568242354,2434,Cart-1,200,OK,HomePAge 1-10,text,true,,111914,163,19,19,https://www.flipkart.com/viewcart?exploreMode=true&preference=FLIPKART,1477,0,0
1658568243557,1562,HTTP Request,200,OK,HomePAge 1-2,text,true,,10191,358,19,19,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,922,0,0
1658568243557,922,HTTP Request-0,301,Moved Permanently,HomePAge 1-2,text,true,,392,179,19,19,http://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,922,0,0
1658568244479,640,HTTP Request-1,200,OK,HomePAge 1-2,text,true,,9799,179,19,19,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,640,0,0
1658568243627,1560,HTTP Request,200,OK,HomePAge 1-19,text,true,,10191,358,19,19,https://seller.flipkart.com/sell-online/?utm_source=fkwebsite&utm_medium=websitedirect,954,0,0
