
1658569935109,6386,Homepage,200,OK,Thread Group 1-1,text,true,,75692,230,3,3,https://www.amazon.in/,2064,0,1707
1658569935109,2064,Homepage-0,308,Permanent Redirect,Thread Group 1-1,,true,,280,115,3,3,http://www.amazon.in/,2064,0,1707
1658569937175,4320,Homepage-1,200,OK,Thread Group 1-1,text,true,,75412,115,3,3,https://www.amazon.in/,3587,0,3101
1658569935273,6279,Homepage,200,OK,Thread Group 1-2,text,true,,73404,230,3,3,https://www.amazon.in/,1893,0,1543
1658569935273,1893,Homepage-0,308,Permanent Redirect,Thread Group 1-2,,true,,280,115,3,3,http://www.amazon.in/,1893,0,1543
1658569937168,4384,Homepage-1,200,OK,Thread Group 1-2,text,true,,73124,115,3,3,https://www.amazon.in/,3612,0,3124
1658569935606,5986,Homepage,200,OK,Thread Group 1-3,text,true,,73580,230,3,3,https://www.amazon.in/,1530,0,1210
1658569935606,1541,Homepage-0,308,Permanent Redirect,Thread Group 1-3,,true,,280,115,3,3,http://www.amazon.in/,1530,0,1210
1658569937152,4440,Homepage-1,200,OK,Thread Group 1-3,text,true,,73300,115,3,3,https://www.amazon.in/,3713,0,3177
1658569941553,5483,Bestseller,200,OK,Thread Group 1-2,text,true,,75186,308,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,2272,0,1075
1658569941553,2272,Bestseller-0,308,Permanent Redirect,Thread Group 1-2,,true,,319,154,3,3,http://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,2272,0,1075
1658569943826,3210,Bestseller-1,200,OK,Thread Group 1-2,text,true,,74867,154,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,1873,0,0
1658569941514,6016,Bestseller,200,OK,Thread Group 1-1,text,true,,75186,308,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,2355,0,1114
1658569941514,2355,Bestseller-0,308,Permanent Redirect,Thread Group 1-1,,true,,319,154,3,3,http://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,2355,0,1114
1658569943870,3660,Bestseller-1,200,OK,Thread Group 1-1,text,true,,74867,154,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,1934,0,0
1658569941593,6325,Bestseller,200,OK,Thread Group 1-3,text,true,,75190,308,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,2646,0,1075
1658569941593,2646,Bestseller-0,308,Permanent Redirect,Thread Group 1-3,,true,,319,154,3,3,http://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,2646,0,1075
1658569944239,3679,Bestseller-1,200,OK,Thread Group 1-3,text,true,,74871,154,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,2603,0,0
1658569947919,6161,Books,200,OK,Thread Group 1-3,text,true,,33204,328,3,3,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,2549,0,1269
1658569947919,2549,Books-0,308,Permanent Redirect,Thread Group 1-3,,true,,329,164,3,3,http://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,2549,0,1269
1658569950469,3611,Books-1,200,OK,Thread Group 1-3,text,true,,32875,164,3,3,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,3042,0,0
1658569947531,8657,Books,200,OK,Thread Group 1-1,text,true,,33043,328,3,3,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,5446,0,2445
1658569947531,5446,Books-0,308,Permanent Redirect,Thread Group 1-1,,true,,329,164,3,3,http://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,5446,0,2445
1658569952978,3210,Books-1,200,OK,Thread Group 1-1,text,true,,32714,164,3,3,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,2244,0,0
1658569947037,19113,Books,200,OK,Thread Group 1-2,text,true,,31151,328,2,2,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,17641,0,16603
1658569947037,17641,Books-0,308,Permanent Redirect,Thread Group 1-2,,true,,329,164,2,2,http://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,17641,0,16603
1658569964679,1471,Books-1,200,OK,Thread Group 1-2,text,true,,30822,164,2,2,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,1181,0,0
1658570083360,1824,Homepage,200,OK,Thread Group 1-1,text,true,,73606,230,3,3,https://www.amazon.in/,660,0,441
1658570083360,660,Homepage-0,301,Moved Permanently,Thread Group 1-1,text,true,,579,115,3,3,http://www.amazon.in/,660,0,441
1658570084022,1162,Homepage-1,200,OK,Thread Group 1-1,text,true,,73027,115,3,3,https://www.amazon.in/,778,0,525
1658570083901,1370,Homepage,200,OK,Thread Group 1-3,text,true,,75028,230,3,3,https://www.amazon.in/,231,0,119
1658570083901,231,Homepage-0,301,Moved Permanently,Thread Group 1-3,text,true,,579,115,3,3,http://www.amazon.in/,231,0,119
1658570084133,1138,Homepage-1,200,OK,Thread Group 1-3,text,true,,74449,115,3,3,https://www.amazon.in/,699,0,435
1658570083570,1714,Homepage,200,OK,Thread Group 1-2,text,true,,73601,230,3,3,https://www.amazon.in/,362,0,232
1658570083570,366,Homepage-0,301,Moved Permanently,Thread Group 1-2,text,true,,579,115,3,3,http://www.amazon.in/,362,0,232
1658570083938,1346,Homepage-1,200,OK,Thread Group 1-2,text,true,,73022,115,3,3,https://www.amazon.in/,905,0,646
1658570085272,799,Bestseller,200,OK,Thread Group 1-3,text,true,,75659,308,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,118,0,0
1658570085272,118,Bestseller-0,301,Moved Permanently,Thread Group 1-3,text,true,,618,154,3,3,http://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,118,0,0
1658570085391,680,Bestseller-1,200,OK,Thread Group 1-3,text,true,,75041,154,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,345,0,0
1658570085194,960,Bestseller,200,OK,Thread Group 1-1,text,true,,75646,308,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,203,0,0
1658570085194,203,Bestseller-0,301,Moved Permanently,Thread Group 1-1,text,true,,618,154,3,3,http://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,203,0,0
1658570085397,757,Bestseller-1,200,OK,Thread Group 1-1,text,true,,75028,154,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,366,0,0
1658570085285,949,Bestseller,200,OK,Thread Group 1-2,text,true,,75650,308,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,115,0,0
1658570085285,115,Bestseller-0,301,Moved Permanently,Thread Group 1-2,text,true,,618,154,3,3,http://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,115,0,0
1658570085400,834,Bestseller-1,200,OK,Thread Group 1-2,text,true,,75032,154,3,3,https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers,397,0,0
1658570086071,940,Books,200,OK,Thread Group 1-3,text,true,,31622,328,3,3,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,406,0,0
1658570086071,406,Books-0,301,Moved Permanently,Thread Group 1-3,text,true,,628,164,3,3,http://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,406,0,0
1658570086477,534,Books-1,200,OK,Thread Group 1-3,text,true,,30994,164,3,3,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,380,0,0
1658570086234,838,Books,200,OK,Thread Group 1-2,text,true,,31850,328,2,2,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,332,0,0
1658570086234,332,Books-0,301,Moved Permanently,Thread Group 1-2,text,true,,628,164,2,2,http://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,332,0,0
1658570086567,505,Books-1,200,OK,Thread Group 1-2,text,true,,31222,164,2,2,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,473,0,0
1658570086154,930,Books,200,OK,Thread Group 1-1,text,true,,31777,328,1,1,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,457,0,0
1658570086154,457,Books-0,301,Moved Permanently,Thread Group 1-1,text,true,,628,164,1,1,http://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,457,0,0
1658570086612,472,Books-1,200,OK,Thread Group 1-1,text,true,,31149,164,1,1,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref_=nav_cs_books,323,0,0
